Date,Open,High,Low,Close,Adj Close,Volume
2020-12-31,34.650001525878906,34.71500015258789,34.20500183105469,34.65999984741211,33.62196350097656,3353600
2021-01-04,34.59000015258789,34.68000030517578,33.90999984741211,34.22999954223633,33.20484161376953,5824100
2021-01-05,34.2869987487793,34.41999816894531,33.224998474121094,33.56999969482422,32.56460952758789,9052900
2021-01-06,33.689998626708984,34.20000076293945,33.40999984741211,33.939998626708984,32.923526763916016,6754300
2021-01-07,34.02000045776367,34.05799865722656,33.44499969482422,33.69499969482422,32.68586349487305,6487800
2021-01-08,33.505001068115234,33.650001525878906,33.209999084472656,33.619998931884766,32.61310958862305,6226300
2021-01-11,33.54999923706055,33.665000915527344,32.75,32.849998474121094,31.86617088317871,8799500
2021-01-12,32.849998474121094,32.97999954223633,31.719999313354492,32.18000030517578,31.216238021850586,10999400
2021-01-13,32.220001220703125,32.349998474121094,31.985000610351562,32.0099983215332,31.051328659057617,6137600
2021-01-14,32.10300064086914,32.29999923706055,31.722999572753906,32.08000183105469,31.119237899780273,8530300
2021-01-15,31.899999618530273,32.290000915527344,31.600000381469727,31.989999771118164,31.03192901611328,6975000
2021-01-19,32.13999938964844,32.595001220703125,31.854999542236328,32.36000061035156,31.39084815979004,6148600
2021-01-20,32.33000183105469,32.90999984741211,32.16999816894531,32.86000061035156,31.875871658325195,6556300
2021-01-21,32.849998474121094,32.900001525878906,32.380001068115234,32.779998779296875,31.79827117919922,5138100
2021-01-22,32.54999923706055,33.029998779296875,32.43199920654297,32.90999984741211,31.924375534057617,4949100
2021-01-25,32.810001373291016,33.790000915527344,32.7400016784668,33.75,32.739219665527344,6447200
2021-01-26,33.88999938964844,34.40999984741211,33.834999084472656,34.38999938964844,33.360050201416016,4664500
2021-01-27,34.06999969482422,35.29499816894531,34.06999969482422,34.7400016784668,33.69956970214844,7207300
2021-01-28,34.5,34.9900016784668,33.939998626708984,33.959999084472656,32.942928314208984,6627800
2021-01-29,33.59000015258789,34.349998474121094,33.26499938964844,33.5099983215332,32.50640106201172,6544400
2021-02-01,33.459999084472656,33.81999969482422,33.220001220703125,33.25,32.25419235229492,5619300
2021-02-02,33.25,34.88999938964844,32.72999954223633,33.15999984741211,32.16688537597656,8602300
2021-02-03,33.27000045776367,33.27000045776367,32.77000045776367,33.0099983215332,32.02138137817383,4327300
2021-02-04,33.099998474121094,33.38999938964844,32.849998474121094,32.91999816894531,31.934072494506836,9149400
2021-02-05,33.33000183105469,34.13999938964844,33.150001525878906,33.79999923706055,32.787723541259766,8081000
2021-02-08,33.91999816894531,34.02000045776367,33.61000061035156,33.90999984741211,32.89442825317383,5075900
2021-02-09,33.90999984741211,34.099998474121094,33.439998626708984,33.709999084472656,32.700416564941406,4674900
2021-02-10,33.900001525878906,34.07400131225586,33.70500183105469,33.88999938964844,32.875022888183594,6148000
2021-02-11,34.22999954223633,36.2859992980957,33.900001525878906,35.540000915527344,34.47561264038086,20381000
2021-02-12,35.7400016784668,36.439998626708984,35.290000915527344,35.38999938964844,34.33010482788086,8821900
2021-02-16,35.369998931884766,35.654998779296875,35.150001525878906,35.36000061035156,34.301002502441406,6347800
2021-02-17,35.400001525878906,37.13999938964844,35.220001220703125,37.02000045776367,35.911285400390625,10648700
2021-02-18,37.130001068115234,39.220001220703125,36.86000061035156,38.959999084472656,37.793182373046875,22518600
2021-02-19,38.4900016784668,38.650001525878906,37.18000030517578,37.47999954223633,36.357505798339844,14349600
2021-02-22,37.36000061035156,37.527000427246094,37.060001373291016,37.22999954223633,36.114994049072266,6771400
2021-02-23,37.400001525878906,37.79999923706055,36.470001220703125,37.119998931884766,36.00828552246094,7042800
2021-02-24,37.0099983215332,37.619998931884766,36.65999984741211,37.599998474121094,36.473915100097656,5835600
2021-02-25,37.93000030517578,38.5,37.21099853515625,37.27000045776367,36.1537971496582,10442600
2021-02-26,37.25,37.40999984741211,36.369998931884766,36.380001068115234,35.29045486450195,7890400
2021-03-01,36.779998779296875,37.38999938964844,36.560001373291016,37.09000015258789,35.979190826416016,6195000
2021-03-02,37.16999816894531,37.630001068115234,36.88999938964844,37.31999969482422,36.202301025390625,5416700
2021-03-03,37.09000015258789,38.08000183105469,37.03499984741211,37.97999954223633,36.84253692626953,6537100
2021-03-04,38.02000045776367,38.880001068115234,36.75,37.209999084472656,36.0955924987793,11336200
2021-03-05,37.56999969482422,38.220001220703125,37.31999969482422,37.849998474121094,36.716426849365234,7562700
2021-03-08,37.81999969482422,38.869998931884766,37.81999969482422,38.66999816894531,37.51186752319336,6780700
2021-03-09,38.849998474121094,39.560001373291016,38.400001525878906,39.130001068115234,37.958091735839844,8743700
2021-03-10,39.619998931884766,39.709999084472656,38.94200134277344,39.5099983215332,38.32670974731445,7276700
2021-03-11,39.0099983215332,39.1150016784668,38.400001525878906,38.470001220703125,37.69953155517578,5939600
2021-03-12,38.529998779296875,38.59000015258789,37.810001373291016,38.11000061035156,37.34674072265625,8966900
2021-03-15,38.119998931884766,38.845001220703125,38.07500076293945,38.529998779296875,37.75832748413086,6920100
2021-03-16,38.630001068115234,38.95000076293945,38.459999084472656,38.7400016784668,37.96412658691406,6494800
